product_id,name,category,source,date_collected,brand_normalized,size_value,size_Units,price_Normalized,ingredients_normalized,key_ingredients,category_trimmed,,category_master,category_fix
P070,Wonder Hair Oil,Hair Oil,https://www.sociolla.com/hair-serum/52711-marula-oil-hair-serum,1/31/2026,La Dor,100,ml,294000,"cyclopentasiloxane, cyclohexasiloxane, isopropyl myristate, dimethicone, isododecane, c12-15 alkyl benzoate, hydrogenated ethylhexyl olivate, hydrogenated olive oil unsaponifiables, amodimethicone, persea gratissima (avocado) oil, argania spinosa kernel oil, tocopheryl acetate, moringa oleifera seed oil, camellia japonica seed oil, macadamia ternifolia seed oil, sclerocarya birrea seed oil, squalane, helianthus annuus (sunflower) seed oil, fragrance.","argania spinosa kernel oil, tocopheryl acetate",Hair Oil,,,Hair Oil
P071,Hair Mistl,Hair Mist,https://www.sociolla.com/hair-serum/52711-marula-oil-hair-serum,1/31/2026,Tumbuh Lab,100,ml,117000,"rosewater, rosemary essential oil, green tea essential oil, ylang ylang essential oil, cedarwood essential oil.",,Hair Mist,,,Hair Mist
P072,BONVIE COCO Hair Oil Scalp & Hair Treatment,Hair Oil,https://www.sociolla.com/hair-oil/86022-bonvie-coco-hair-oil-scalp-and-hair-treatment,1/31/2026,Bonvie,30,ml,63000,"coconut oil, kemiri, peppermint oil, tocopherol.",tocopherol,Hair Oil,,,Hair Oil
P073,Conditioner with Cinnamon & Amino Acid,Conditioner,https://www.sociolla.com/conditioner/63188-conditioner-with-cinnamon-and-amino-acid,1/31/2026,Ree Derma Wellness,250,ml,130500,"aqua, cetearyl alcohol, cetyl ester, behentrimonium chlroide, glycerine, lauryl acid, rosmarinus officinalis flower extract, glycine soja extract, eugenia carophyllus bud oil, phenoxyethanol, illicium verum extract, cinnamomum casia bark extract, isopropanol, sodium benzoate, myristic acid, pimpinella anisum fruit extract, cetrimonium chloride, niacinamide, palmitic acid, caprylic acid, lechitin, oleic acid, capric acid, lechitin, oleic acid, capric acid, l(+) lactic acid, arginine, stearic acid, linoleic acid, caproic acid, ethyl lauroyl arginate hcl, tetrasodium glutamate diacetate.","arginine, lactic acid, niacinamide",Conditioner,,,Conditioner
P074,MK3 Damage Repair Shampoo,Shampoo,https://www.sociolla.com/shampoo/84320-mk3-damage-repair-shampoo,1/31/2026,Makarizo Professional,250,ml,184464,"aqua, sodium cocoyl isethionate, glycerin, cocamidopropyl betaine, sodium lauroyl sarcosinate, c15-19 alkane, parfum, peg-120 methyl glucose trioleate, acrylates/c10-30 alkyl acrylate crosspolymer, phenoxyethanol, polyquaternium-47, c12-15 alkyl benzoate, guar hydroxypropyltrimonium chloride, sodium hydroxide, peg-40 hydrogenated castor oil, panthenol, ethylhexylglycerin, sodium pca, sodium lactate, cocos nucifera oil, helianthus annuus seed oil, tetrasodium edta, ethyl macadamiate, arginine, aspartic acid, pca, glycine, alanine, serine, sodium benzoate, valine, isoleucine, proline, threonine, histidine, phenylalanine, niacinamide, aesculus hippocastanum seed extract, yeast extract, ammonium glycyrrhizate, methylchloroisothiazolinone, zinc gluconate, methylisothiazolinone, caffeine, tocopherol, biotin.","aesculus hippocastanum seed extract, arginine, biotin, caffeine, niacinamide, panthenol, tocopherol, zinc gluconate",Shampoo,,,Shampoo
P075,MK3 Repair and Revive Conditioner,Conditioner,https://www.sociolla.com/conditioner/84321-mk3-repair-and-revive-conditioner,1/31/2026,Makarizo Professional,250,ml,184464,"aqua, cetearyl alcohol, glycerin, parfum, c12-15 alkyl benzoate, behentrimonium chloride, phenoxyethanol, cetrimonium chloride, ethylhexylglycerin, sodium pca, ceteareth-20, sodium lactate, polysilicone-15, arginine, aspartic acid, pca, tetrasodium edta, argania spinosa kernel oil, helianthus annuus seed oil, ethyl macadamiate, glycine, alanine, serine, valine, isoleucine, proline, threonine, histidine, phenylalanine, tocopherol.","argania spinosa kernel oil, arginine, tocopherol",Conditioner,,,Conditioner
P076,Diane Power Treatment Hair Mask ,Hair Mask,https://www.sociolla.com/hair-mask/80754-diane-power-treatment-hair-mask-230g,1/31/2026,Moist Diane,230,ml,164000,"aqua, stearyl alcohol, sorbitol, behentrimonium chloride, dimethicone, fragrance (parfum) components and finished fragrances, phenoxyethanol, isopropyl alcohol, hydroxyethylcellulose, quaternium-33, butylene glycol, arginine, glutamic acid, argania spinosa kernel oil, hydrolyzed collagen, hydrolyzed egg shell membrane, glycerin, alcohol, hydrolyzed milk protein, hydrolyzed keratin pg-propyl methylsilanediol, propylene glycol, laurdimonium hydroxypropyl hydrolyzed keratin, hydrolyzed keratin, hydrolyzed silk, keratin, polyquaternium-61, distearyldimonium chloride, cholesterol, ceramide ng, ceramide as, ceramide np, ceramide ap, ceramide eop, caramel.","argania spinosa kernel oil, arginine, ceramide np, hydrolyzed keratin, hydrolyzed silk, keratin",Hair Mask,,,Hair Mask
P077,Hijab Expert Hair Fall Treatment Shampoo, Shampoo,https://www.sociolla.com/shampoo/25190-hijab-expert-hair-fall-treatment-shampoo?size=320_gr,1/31/2026,Safi,230,ml,64900,"water, sodium laureth sulfate, cocamidopropyl betaine, dimethiconol, glyceryl stearate, glycerin, panthenol, carbomer, sodium chloride, styrene/acrylates copolymer, guarhydroxypropyltrimonium chloride, sodium hydroxide, tetrasodium edta, peg-14m, charcoal powder, hydrolyzed wheat protein, nigella sativa (habbatus sauda) seed oil, fragrance, methylchloroisothiazolinone, methylisothiazolinone. climbazole, carbomer, menthol, styrene/acrylates copolymer, guar hydroxypropyltrimonium chloride, copolymer, guar hydroxypropyltrimonium chloride, silicone quaternium-16, peg-14m, sodium hydroxide, argania spinosa kernel oil, sodium chloride.","argania spinosa kernel oil, climbazole, hydrolyzed wheat protein, menthol, panthenol",Shampoo,,,Shampoo
P078,Deep Nourish Repair Hair Oil,Hair Oil,https://www.sociolla.com/hair-oil/75544-deep-nourish-repair-hair-oil,1/31/2026,Ree Derma Wellness,100,ml,182600,"lauric acid, olive (olea europaea) oil, myristic acid, palmitic acid, caprilyc acid, oleic acid, capric acid, stearic acid, linoleic acid, parfum, caproic acid, tocopheryl acetate, biotin, turmeric (curcuma longa) extract, isononyl isononanoate, isostearoyl hydrolyzed keratin.","biotin, hydrolyzed keratin, keratin, tocopheryl acetate",Hair Oil,,,Hair Oil
P079,Daeng Gi Meo Ri - Vitalizing Shampoo,Shampoo,https://www.tokopedia.com/daenggimeoriid/daeng-gi-meo-ri-vitalizing-shampoo-300ml-shampo-perawatan-rambut-rontok-kering-dan-ketombe-1729383425484752232?extParam=ivf%3Dfalse%26keyword%3Dperawatan+rambut%26search_id%3D20260207122913577BCC914F9E553B9HOB%26src%3Dsearch&t_id=1770467395580&t_st=3&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,1/31/2026,Daeng Gi Meo Ri,300,ml,199000,"water (aqua), sodium laureth sulfate, cocamidopropyl betaine, sodium chloride, glycol distearate, cocamide mea, citric acid, polyquaternium-10, panthenol, salicylic acid, menthol, alcohol, peg-150 distearate, disodium edta, phenoxyethanol, fragrance (parfum), ginseng root extract, rehmannia chinensis root extract, houttuynia cordata extract, green tea extract, artemisia extract, cnidium officinale root extract.","menthol, panthenol, salicylic acid",Shampoo,,,Shampoo
P080,Perfumed Hair Oil Hinoki,Hair Oil,https://www.sociolla.com/hair-oil/75977-lador-perfumed-hair-oil-hinoki?size=80ml,1/31/2026,La Dor,80,ml,287000,"cyclopentasiloxane, dimethicone, dimethiconol, c12-15 alkyl benzoat, cyclohexasiloxane, squalane, amodimethicone, persea gratissima (avocado) oil, argania spinosa kernel oil, tocopheryl acetate, camellia japonica seed oil, corylopsis coreana extract, water, lactobacillus/rice ferment, angelica koreana root extract, butylene glycol, 1,2-hexanediol, keratin, elastin, gelatin, fragrance, limonene, linalool, coumarin, citronellol, hydroxycitronellal.","argania spinosa kernel oil, keratin, tocopheryl acetate",Hair Oil,,,Hair Oil
P081,MK3 Restructuring Serum Bottle,Hair Serum,https://www.sociolla.com/hair-serum/84323-mk3-restructuring-serum-bottle,1/31/2026,Makarizo Professional,50,ml,217008,"aqua, diglycerin, peg-40 hydrogenated castor oil, parfum, polyquaternium-47, cetrimonium chloride, phenoxyethanol, panthenol, actinidia chinensis (kiwi) fruit extract, ethylhexylglycerin, sodium pca, sodium lactate, arginine, tetrasodium edta, aspartic acid, pca, sodium benzoate, cocos nucifera oil, ethyl macadamiate, glycine, alanine, serine, valine, isoleucine, proline, threonine, histidine, phenylalanine, tocopherol, ci 42090.","arginine, panthenol, tocopherol",Hair Serum,,,Hair Serum
P082,Fino Premium Touch Hair Oil ,Hair Oil,https://www.tokopedia.com/fino-by-finetoday-official/fino-premium-touch-hair-oil-70ml-1731912727677142828?extParam=ivf%3Dfalse%26keyword%3Dhair+care%26search_id%3D2026020411191963923F49E52413393NHM%26src%3Dsearch&t_id=1770203980668&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,2/4/2026,Fino,70,ml,162000,"hydrogenated polyisobutene, dimethiconol, isopropyl myristate, isododecane, polysilicone-13, perfume, squalane, lauroyl glutamic acid di(phytosteryl/octyldodecyl), lactic acid, hydrolysed conchiolin, dimethicone, tocopherol, water, amodimethicone, ppg -2-deceth-12, bg, glycerol, phenoxyethanol <m110970-202>.","lactic acid, tocopherol",Hair Oil,,,Hair Oil
P083,SELSUN YELLOW DOUBLE IMPACT SHAMPOO ,SHAMPOO ,https://www.tokopedia.com/apotek-taman-kedoya-by-goapotik/selsun-yellow-double-impact-shampoo-50-ml?t_id=1770203980668&t_st=5&t_pp=product_detail&t_efo=horizontal_goods_card&t_ef=goods_search&t_sm=rec_product_detail_outer_pdp_3_module&t_spt=product_detail,2/4/2026,Selsun,50,ml,39000,"sodium laureth sulfate, aqua (water), glycol stearate, acrylates/vinyl neodecanoate crosspolymer, cocamide dea, acacia senegal gum, fragrance, selenium sulfide, zinc pyrithione, glyceryl ricinoleate, dmdm hydantoin, citric acid, sodium chloride, ci 15610.",,Shampoo,,,Shampoo
P084,Dove 1 Minute Super Conditioner - Intensive Damage Treatment ,Conditioner ,https://www.watsons.co.id/id/dove-dove-1-minute-super-conditioner-intensive-damage-treatment-170ml/p/BP_70286,2/4/2026,Dove,170,ml,22000,"water, cetearyl alcohol, behentrimonium chloride, dipropylene glycol, glycerin, perfume, dimethicone, gluconolactone, trehalose, helianthus annuus (sunflower) seed oil, c10-40 isoalkylamidopropylethyldimonium ethosulfate, sodium sulfate, tocopheryl acetate, argania spinosa kernel oil, cocos nucifera (coconut) oil, prunus amygdalus dulcis (sweet almond) oil, mineral oil, amodimethicone, disodium edta, phenoxyethanol, cetrimonium chloride, peg-7 propylheptyl ether, magnesium nitrate, cyclotetrasiloxane, methylchloroisothiazolinone, magnesium chloride, methylarachidic acid, methylisothiazolinone, sodium chloride, acetic acid.","argania spinosa kernel oil, tocopheryl acetate",Conditioner,,,Conditioner
P085,SELSUN COND NOURISHING ,Conditioner ,https://www.watsons.co.id/id/selsun-selsun-cond-nourishing-100gr/p/BP_70344,2/4/2026,Selsun,100,GR,33300,selenium sulfide hydrolized protein prunus dulcis oil dan provitamin b5.,,Conditioner,,,Conditioner
P086,Hair Tonic Micellar Hairfall Control ,Hair Tonic ,https://www.watsons.co.id/id/dove-hair-tonic-micellar-hairfall-control-75ml/p/BP_64364,2/4/2026,Dove,75,ml,46900,"water, oleth-20, phenoxyethanol, glycerin, caprylyl glycol, perfume, disodium edta, zinc sulfate heptahydrate, hydrolyzed yeast protein, urea, sodium benzoate, disodium phosphate, sodium hydroxide, potassium sorbate, biotin, citric acid, ceramide ng.",biotin,Hair Tonic,,,Hair Tonic
P087,Creambath Biotin Haifall Control ,Creambath  ,https://www.watsons.co.id/id/dove-creambath-biotin-haifall-control-300g/p/BP_66723,2/4/2026,Dove,300,g,73000,"water, cetearyl alcohol, behentrimonium chloride, glycerin, dimethicone, perfume , dipropylene glycol, citric acid, sodium benzoate, amodimethicone, sodium gluconate, sodium citrate, disodium edta, cetrimonium chloride, phenoxyethanol, peg-7 propylheptyl ether, zinc sulfate heptahydrate, ceramide ng, urea, hydrolyzed yeast protein, biotin, disodium phosphate, potassium sorbate.",biotin,Creambath,,,Creambath
P088,PRO-V Shampoo Anti Lepek,Shampoo  ,https://www.watsons.co.id/id/pantene-pro-v-shampoo-anti-lepek-135ml/p/BP_73609,2/4/2026,Pantene,135,ml,28900,"water, sodium laureth sulfate, cocamidopropyl betaine, sodium chloride, sodium xylenesulfonate, sodium citrate, fragrance, dimethiconol, citric acid, sodium benzoate, guar hydroxypropyltrimonium chloride, tetrasodium edta, panthenol, histidine, methylchloroisothiazolinone, methylisothiazolinone.",panthenol,Shampoo,,,Shampoo
P089,Miracles Intensive Bond Repair Hair Mask,Hair Mask,https://www.watsons.co.id/id/pantene-miracles-intensive-bond-repair-hair-mask-300-ml/p/BP_67033,2/4/2026,Pantene,300,ml,88000,"water (aqua), cetearyl alcohol, dimethicone, behentrimonium chloride, glycerin, fragrance (parfum), hydrolyzed keratin, panthenol, various oils (such as argan oil or coconut oil), preservatives and other conditioning agents.","hydrolyzed keratin, keratin, panthenol",Hair Mask,,,Hair Mask
P090,Tresemme Conditioner For Bleached Hair Color Radiance & Repair, Conditioner,https://www.sociolla.com/conditioner/48649-kem-xa-color-radiance-and-repair-toc-tay,2/4/2026,Tresemmé,250,ml,99360,"water, cetearyl alcohol, dimethicone, behentrimonium chloride, perfume, dipropylene glycol, strearamidopropyl dimethylamine, amodimethicone, sodium chloride, lactic acid disodium edta, phenoxyethanol, peg-7 propylheptyl ether, cetrimonium chloride, cyclotetrasiloxane, magnesium nitrate, helianthus annuus (sunflower) seed oil, glycine soja (soybean) phytoplacenta extract, sodium sulfate, methylchloroisothiazolinone, magnesium chloride, methylisothiazolinone, glycerin, acetic acid, calcium chloride, ci 60730.",lactic acid,Conditioner,,,Conditioner
P091,Hair Mask Pro Keratin Complex Hair Repair Tube,Hair Mask,https://www.sociolla.com/hair-mask/28614-hair-mask-pro-keratin-complex-hair-repair-tube,2/4/2026,Ellips,120,g,56810,"aqua, cetearyl alcohol, dimethicone, cetyl esters, potato starch modified, steartrimonium chloride, amodimethicone, fragrance, dimethiconol, phenoxyethanol, benzyl alcohol, sodium benzoate, isopropyl alcohol, hydrolyzed vegetable protein, lactic acid, cyclotetrasiloxane, panthenol, simmondsia chinensis (jojoba) seed oil, cetrimonium chloride, tocopheryl acetate (vitamin e), cyclopentasiloxane, dimethyl palmitamine, soybean (glycine soja) oil, retinyl palmitate, ascorbyl palmitate.","lactic acid, panthenol, retinyl palmitate, tocopheryl acetate",Hair Mask,,,Hair Mask
P092,Hair Xpert Oil Treatment For Hair Fall,Hair Oil,https://www.sociolla.com/hair-oil/25186-hair-xpert-oil-treatment-for-hair-fall,2/4/2026,Safi,100,ml,64500,mineral oil,,Hair Oil,,,Hair Oil
P093,Veggie Pro Nourishing Shampoo,Shampoo,https://www.sociolla.com/shampoo/26645-veggie-pro-nourishing-shampoo,2/4/2026,The Bath Box,200,ml,185000,"water, cetyl alcohol, behentrimonium methosulfate, caprylic/capric triglyceride, honey, simmondsia chinensis (jojoba) seed oil, polyester-37, hydrolyzed vegetable protein pg-propyl silanetriol, hydrogenated polydecene, hydrolyzed vegetable protein, hydrolyzed pea protein, citrus sinensis peel oil (orange oil), rosmarinus officinalis leaf oil (rosemary oil), lavandula angustifolia oil (lavender oil), cananga odorata flower oil (ylang-ylang oil), pelargonium graveolens oil (geranium oil), butylene glycol, polyquaternium-37, polyquaternium-47, trisodium ethylenediamine disuccinate, trideceth-6, disodium edta, sodium benzoate, potassium sorbate, phenoxyethanol, ethylhexylglycerin, citric acid.",rosmarinus officinalis leaf oil,Shampoo,,,Shampoo
P094,Smooth Intense Hair Spa Mask,Hair Mask,https://www.sociolla.com/hair-mask/10237-smooth-intense-hair-spa-mask,2/4/2026,Loreal Paris,200,ml,90000,"aqua/water, cetearyl alcohol, behentrimonium chloride, glycerin, amodimethicone, cetyl esters, potato starch modified, isopropyl alcohol, phenoxyethanol, argania spinosa (argan) kernel oil, trideceth-6, chlorhexidine dihydrochloride, xylose, camelina sativa seed oil, limonene, linalool, benzyl alcohol, benzyl salicylate, alpha-isomethyl ionone, geraniol, cetrimonium chloride, butylphenyl methylpropional",,Hair Mask,,,Hair Mask
P095,Calm & Cool Refresh Hair Oil,Hair Oil,https://www.sociolla.com/hair-oil/75541-calm-and-cool-refresh-hair-oil,2/4/2026,Ree Derma Wellness,100,ml,209000,"lauric acid, myristic acid, palmitic acid, caprylic acid, oleic acid, capric acid, stearic acid, linoleic acid, lavandula angustifolia oil, mentha piperita oil, eucalyptus radiata leaf/stem oil, caproic acid, zingiber cassumunar root oil.",,Hair Oil,,,Hair Oil
P096,Clarify Cleanse Hair Oil,Hair Oil,https://www.sociolla.com/hair-oil/75543-clarify-cleanse-hair-oil,2/4/2026,Ree Derma Wellness,100,ml,220000,"lauric acid, myristic acid, cinnamomum cassia bark, palmitic acid, caprilyc acid, oleic acid, capric acid, stearic acid, linoleic acid, cinnamomum cassia leaf oil, caproic acid, rosmarinus ocinalis flower oil, eugenia caryophyllus bud oil, foeniculum vulgare dulce fruit oil, illicium verum oil.",,Hair Oil,,,Hair Oil
P097,Nourishing Hair Serum,Hair Serum,https://www.sociolla.com/hair-serum/74233-nourishing-hair-serum,2/4/2026,Djamujamu,45,ml,175500,"diethylhexyl carbonate, caprylic/capric triglyceride, oleyl erucate, argania spinosa kernel oil, prunus amygdalus dulcis oil, aleurites moluccanus seed oil, pelargonium graveolens flower oil, citrus limon fruit oil.",argania spinosa kernel oil,Hair Serum,,,Hair Serum
P098,Black Bean Anti Hair Loss Shampoo,Shampoo,https://www.sociolla.com/shampoo/77127-black-bean-anti-hair-loss-shampoo,2/4/2026,Nature Republic,300,ml,265000,"water, coco-betaine, tea-cocoyl glutamate, disodium laureth sulfosuccinate, sodium lauroyl methylaminopropionate, sodium lauroyl methyl isethionate, polyquaternium-10, caprylyl glycol, menthol , ppg-3 myristyl ether, rehmannia chinensis root extract, citrus nobilis (mandarin orange) peel extract, pentasodium pentetate, salicylic acid (hair conditioning), panthenol, mentha arvensis leaf oil, citrus aurantifolia (lime) oil, butylene glycol, mentha arvensis extract, niacinamide, 1,2-hexanediol, chrysanthemum zawadskii extract, glycyrrhiza glabra (licorice) root extract, lycium chinense fruit extract, biota orientalis leaf extract, acorus calamus root extract, morus alba bark extract, xanthium strumarium fruit extract, panax ginseng root extract, acacia senegal gum, peat water, glycerin, citric acid, hydroxypropyl methylcellulose, ethylhexylglycerin, centella asiatica leaf extract, glycine soja (soybean) seed extract, vaccinium angustifolium (blueberry) fruit extract, rubus fruticosus (blackberry) fruit extract, ribes nigrum (black currant) fruit extract, nigella sativa seed extract, oryza sativa (rice) extract, sesamum indicum (sesame) seed extract, salvia hispanica seed extract, potassium sorbate, hydrogenated lecithin, ethylhexylglycerin, ceramide np, propolis extract.","ceramide np, menthol, niacinamide, panax ginseng root extract, panthenol, salicylic acid",Shampoo,,,Shampoo
P099,Extra Damage Repair Hair Mask,Hair Mask,https://www.sociolla.com/hair-mask/64182-extra-damage-repair-hair-mask,2/4/2026,Moist Diane,150,gr,105910,"water, cetearyl alcohol, dimethicone, bis-behenyl/isostearyl/phytosteryl dimer dilinoleyl dimer dilinoleate, steartrimonium chloride, ethylhexyl palmitate, steardimonium hydroxypropyl hydrolyzed keratin, propanediol, quaternium-33, gamma-docosalactone, glucose, butylene glycol, hydroxyproline, prunus domestica seed extract or prunus domestica seed oil ,alanine, hydrolyzed honey protein, sodium hyaluronate, hydroxypropyltrimonium hyaluronate, sodium pca, keratin, hydrolyzed conchiolin protein, malus domestica fruit cell culture extract, rhododendron ferrugineum leaf cell culture extract, collagen, isomalt, hydrolyzed keratin, hydrolyzed hyaluronic acid, cetearamidoethyl diethonium hydrolyzed rice protein, panthenol, polyglyceryl-2 isostearate/dimer dilinoleate copolymer, isononyl isononanoate, isostearoyl hydrolyzed keratin, bis-ethoxydiglycol cyclohexane 1,4-dicarboxylate, pouteria sapota seed oil, shorea stenoptera seed butter, sclerocarya birrea seed oil, theobroma grandiflorum seed butter, mangifera indica (mango) seed oil, ceramide ng, argania spinosa kernel oil, glycine soja (soybean) sterols, ceramide 5, ceramide np, ceramide ap, ceramide eop, carapa guaianensis seed oil, adansonia digitata seed oil, opuntia ficus-indica seed oil, bis-(polyglyceryl-3 oxyphenylpropyl) dimethicone, sodium lactate, cholesterol, argania spinosa callus culture extract, peg-90m, xanthan gum, glyceryl tri-hydrogenated rosinate [c] hydrogenated glyceryl dehydroabietate/tetrahydroabietate, lecithin, dicocodimonium chloride, quaternium-18, behentrimonium chloride, isopropyl alcohol, propylene glycol, glycerin, lactic acid, tocopherol, disodium edta, phenoxyethanol, sodium benzoate, fragrance, caramel.","argania spinosa kernel oil, ceramide np, hydrolyzed keratin, keratin, lactic acid, panthenol, tocopherol",Hair Mask,,,Hair Mask
P100,Extra Smooth & Straight Hair Mask,Hair Mask,https://www.sociolla.com/hair-mask/74478-extra-smooth-and-straight-hair-mask,2/4/2026,Moist Diane,150,gr,105910,"aqua, cetearyl alcohol, dimethicone, glycerin, ethylhexyl palmitate, steartrimonium chloride, polyglyceryl-2 isostearate/dimer dilinoleate copolymer, fragrance (parfum) components and finished fragrances, dicocodimonium , chloride, phenoxyethanol, ppg-3 caprylyl ether, bis-(polyglyceryl-3 oxyphenylpropyl), dimethicone, behenyl alcohol, isopropyl alcohol, glucose, amodimethicone, caramel, disodium edta, peg-90m, lactic acid, sodium lactate, o-cymen-5-ol, sodium benzoate, acetyl cysteine, oenocarpus bataua fruit oil, propylene glycol, ascorbyl tetraisopalmitate, hydrolyzed keratin, glyoxylic acid, butylene glycol, alcohol, propanediol, schinziophyton rautanenii kernel oil, pouteria sapota seed oil, shorea stenoptera seed butter, chenopodium quinoa seed oil, isostearic acid, quaternium-18, sodium lauraminopropionate, hydroxypropyltrimonium hydrolyzed keratin, laurdimonium hydroxypropyl hydrolyzed keratin, cetearamidoethyl diethonium hydrolyzed rice protein, tocopherol, prunus domestica seed extract, sclerocarya birrea seed oil, theobroma grandiflorum seed butter, mangifera indica seed oil, carapa guaianensis seed oil, adansonia digitata seed oil, quaternium-33, citric acid, cholesterol, hydrolyzed silk pg-propyl methylsilanediol, behentrimonium chloride, hydrolyzed quinoa, gamma-docosalactone, ceramide ng, adansonia digitata seed oi, alcohol denat, isomalt, isostearoyl hydrolyzed collagen, terminalia ferdinandiana fruit extract, keratin, argania spinosa kernel oil, soybean ( glycine soja ) sterol, cellulose gum, ceramide as, hydrolyzed conchiolin protein, sodium bicarbonate, malus domestica fruit cell culture extract, benzyl alcohol, potassium sorbate, ceramide np, ceramide ap, xanthan gum, lecithin, argania spinosa callus culture extract, ceramide eop, gold, collagen, silver.","argania spinosa kernel oil, ceramide np, hydrolyzed keratin, hydrolyzed silk, keratin, lactic acid, tocopherol",Hair Mask,,,Hair Mask
