product_id,name,brand,category,size,price,ingredients,source,date_collected
P693,Smooth & Sleek Ylang-Ylang & Coconutt Shampoo 700Ml,WATSONS,Shampoo,700Ml,28.9,"Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine",https://www.watsons.co.id/id/watsons-smooth-sleek-ylang-ylang-coconutt-shampoo-700ml/p/BP_29440,4/15/2026
P694,Coffee Anti-Hair Fall Shampoo 490ml,NATURALS BY WATSONS,Shampoo,490ml,57.9,,https://www.watsons.co.id/id/naturals-by-watsons-coffee-anti-hair-fall-shampoo-490ml/p/BP_49906,4/15/2026
P695,Moist Diane Shampoo Damage Repair 450ml,MOIST DIANE,Shampoo,450ml,116.9,"Sodium Benzoate, Sodium C 14-16 Olefin Sulfonate, Sodium Cocoamphoacetate, Sodium Methyl Cocoyl Taurate, Soybean ( Glycine Soja ) Sterol, TEA-Cocoyl Glutamate adansonia digitata seed oil, amp-isostearoyl hydrolyzed, keratin, aqua, Argania Spinosa Kernel Oil, behentrimonium chloride, bis-ethoxydiglycol cyclohexane 1,4-dicarboxylate, butylene glycol, caramel, carapa guaianensis seed oil, ceramide 5, cholesterol, cocamide methyl mea, cocamidopropyl betaine, hydrolyzed honey protein, hydrolyzed hyaluronic acid, hydrolyzed keratin, hydroxyproline, hydroxypropyltrimonium hyaluronate isomalt, isononyl isononanoate, lecithin, myristamine oxide, polyquaternium-10, potassium cocoyl hydrolyzed keratin, propanediol, prunus domestica seed extract, quaternium-18, quaternium-33, sclerocarya birrea seed oil, sodium chloride, sodium hyaluronate, sodium pca, steardimonium hydroxypropyl hydrolyzed keratin, theobroma grandiflorum seed butter, xanthan gum, Peg-7 Glyceryl cocoate, Hydrolyzed Conchiolin Protein, Malus Domestica Fruit Cell Culture Extract, Disodium EDTA, Dipropylene Glycol, Ceramide AP, Ceramide NP, Ceramide EOP, Tocopherol, Argania Spinosa Sprout Cell Extract, RHODODENDRON FERRUGINEUM LEAF CELL CULTURE, EXTRACT, OPUNTIA FICUS-INDICA SEED OIL, CETEARAMIDOETHYL DIETHONIUM HYDROLYZED RICE, PROTEIN, Ceramide NG, Gamma-Docosalactone, Pouteria Sapota Seed Oil",https://www.watsons.co.id/id/moist-diane-moist-diane-shampoo-damage-repair-450ml/p/BP_38501,4/15/2026
P696,Soothe & Hydrate Aloe Vera & Lilac Shampoo 700Ml,WATSONS,Shampoo,700Ml,28.9,"Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine",https://www.watsons.co.id/id/watsons-soothe-hydrate-aloe-vera-lilac-shampoo-700ml/p/BP_29437,4/15/2026
P697,Shampoo + Kondisioner 2in1 Anti Ketombe Selembut Sutera Perawatan Rambut 300ml,HEAD & SHOULDER,Shampoo,300ml,80,"Air, Natrium Lauret Sulfat, Natrium Lauril Sulfat, Dimetikon, Kokamida MEA, Zinc Karbonat, Glikol Distearat, Natrium Klorida, Zinc Pirition, Natrium Xilenasulfonat, Pewangi, Setil Alkohol, Guar Hidroksipropiltrimonium Klorida, Magnesium Sulfat, Natrium Benzoat, Magnesium Karbonat Hidroksida, Benzil Alkohol, Metilkloroisotiazolinon, Metilisotiazolinon.",https://www.watsons.co.id/id/head-shoulder-shampoo-kondisioner-2in1-anti-ketombe-selembut-sutera-perawatan-rambut-300ml/p/BP_66885,4/15/2026
P698,Natur Shampoo Ginseng Extract 140ml,NATUR,Shampoo,140ml,29.9,"Aqua, Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Glycol Distearate, Cocamidopropyl Betaine, Dimethiconol, Perfume, Dimethicone, Propylene Glycol, Argania Spinosa Kernel (Argan) Oil, Aloe Barbadensis (Aloe Vera) Leaf Extract, Panax Quinquefolium (Ginseng) Root Extract, Guar Hydroxypropyltrimonium Chloride, Polyquaternium-10, Cocamide DEA, Sodium Sulfate, Sodium Chloride, Potassium Chloride, Citric Acid, Sodium Hydroxide, TEA-Sulfate, Tetrasodium EDTA, TEA-Dodecylbenzenesulfonate, Sodium Benzoate, Methylchloroisothiazolinone, Methylisothiazolinone, Benzyl Alcohol, Iodopropynyl Butylcarbamate, DMDM Hydantoin, Panthenol (Vitamin B5), Panthenyl Ethyl Ether, Sodium PCA, Sodium Lactate, Arginine, Aspartic Acid, PCA, Glycine, Alanine, Serine, Valine, Proline, Threonine, Isoleucine, Histidine, Phenylalanine, Niacinamide, Calcium Pantothenate, Sodium Ascorbyl Phosphate (Vitamin C), Tocopheryl Acetate (Vitamin E Acetate), Pyridoxine HCL (Vitamin B6), Cyclotetrasiloxane, Cyclopentasiloxane, Cyclohexasiloxane, Maltodextrin, Sodium Starch Octenylsuccinate, Silica, Hydrogen Peroxide, C12-15 Pareth-3, Hexylene Glycol, CI 42090, CI 47005.",https://www.watsons.co.id/id/natur-natur-shampoo-ginseng-extract-140ml/p/BP_73548,4/15/2026
P699,Bonvie Serum Shampoo Kemiri 250 Ml,BONVIE,Shampoo,250 Ml,115,"Aqua, Cocamidopropyl Betaine, Potassium Cocoyl Hydrolyzed Oat Protein, Sodium Cocoyl Glycinate, PEG-120 Methyl Glucose Dioleate,Butylene Glvcol,Aleurites Moluccana Seed Extract, Propylene Glycol, Fragrance, Panthenol, Polyquaternium-10, Aloe Barbadensis Leaf Extract, Phenoxyeth-anol, Dmdm Hydantoin, Tetrasodium EDIA,Citric Acid",https://www.watsons.co.id/id/bonvie-bonvie-serum-shampoo-kemiri-250-ml/p/BP_35202,4/15/2026
P700,Original Source Body Wash Mint & Tea Tree 250ml,ORIGINAL SOURCE,,250ml,48.5,"Aqua, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Parfum, Citrus Aurantifolia (Lime) Oil, Citrus Sinensis (Orange) Peel Oil Expressed, Polyquaternium-7, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Lactic Acid, Styrene/?Acrylates Copolymer, C11-15 Pareth-7, C11-15 Pareth-40, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Methoxycinnamate, Limonene, Ci 19140, Ci 42090 Yuk, bantu Segarkan Bumi, mulai dari kamar mandi. Cobain sabun mandi dan parfum Vegan Original Source lainnya: -Original Source Body Wash Vanilla & Raspberry, sabun mandi Vegan untuk perawatan kulitmu yang lembut -Original Source Body Mist Maple & Vanilla Milk, parfum vegan dengan kesan mewah, manis, memanjakan. -Original Source Body Mist Cherry & Almond Milk, parfum vegan dengan wangi manis, lembut, dan ceria. -Original Source Body Mist Vanilla & Raspberry, parfum vegan dengan wangi musim panas yang memanjakan Commodity Specifications BPOM : NC52220700008 Product Usage Busakan ke seluruh badan atau shower puff, bilas hingga bersih Ingredients Aqua, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Parfum, Citrus Aurantifolia (Lime) Oil, Citrus Sinensis (Orange) Peel Oil Expressed, Polyquaternium-7, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Lactic Acid, Styrene/Acrylates Copolymer, C11-15 Pareth-7, C11-15 Pareth-40, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Methoxycinnamate, Limonene, CI 19140, CI 42090,",https://www.watsons.co.id/id/original-source-original-source-body-wash-mint-tea-tree-250ml/p/BP_24746,4/15/2026
P701,Scalperfect Piroctone Olamine & Climbazole Anti Dandruff Shampoo 370ml,ERHA,Shampoo,370ml,204,,https://www.watsons.co.id/id/erha-scalperfect-piroctone-olamine-climbazole-anti-dandruff-shampoo-370ml/p/BP_60904,4/15/2026
P702,Premium Ex Damage Care & Repair Bundle Shampoo + Conditioner 450ml,TSUBAKI,Conditioner,450ml,359.8,"Tsubaki Premium Ex Damage Care & Repair Conditioner 450mL AQUA, STEARYL ALCOHOL, ISOPENTYLDIOL, BEHENTRIMONIUM CHLORIDE, GLYCERIN, DIMETHICONE, SORBITOL, CETYL ALCOHOL, DIPROPYLENE GLYCOL, ISOPROPYL ALCOHOL, FRAGRANCE, ISOPROPYL MYRISTATE, AMINOPROPYL DIMETHICONE, SODIUM METHYLTAURATE, PEG-2 LAURATE, SALICYLIC ACID, SODIUM BENZOATE, PHENOXYETHANOL, HYDROXYETHYL UREA, C13-16 ISOPARAFFIN, POLYSILICONE-13, STEARTRIMONIUM CHLORIDE, LAURTRIMONIUM CHLORIDE, C10-13 ISOPARAFFIN, LACTIC ACID, SQUALANE, DISODIUM EDTA, CAMELLIA JAPONICA SEED OIL, BUTYLENE GLYCOL, AMMONIUM LACTATE, CETRIMONIUM CHLORIDE, ALCOHOL, SODIUM DILAURAMIDOGLUTAMIDE LYSINE, AMODIMETHICONE, PHYTOSTERYL/OCTYLDODECYL LAUROYL GLUTAMATE, PHYTOSTERYL MACADAMIATE, PPG-2-DECETH-12, ROYAL JELLY EXTRACT, GLYCINE SOJA (SOYBEAN) SEED EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, SODIUM ACETYLATED HYALURONATE, TOCOPHEROL, HYDROLYZED CONCHIOLIN PROTEIN. Tsubaki Premium Ex Damage Care & Repair Shampoo 450 mL AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, GLYCOL DISTEARATE, SORBITOL, GLYCERIN, PEG-2 LAURATE, SODIUM SULFATE, FRAGRANCE, DIPROPYLENE GLYCOL, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, PHENOXYETHANOL, LAURIC ACID, SODIUM BENZOATE, HYDROXYPROPYL ARGININE LAURYL/MYRISTYL ETHER HCL, POLYQUATERNIUM-10, SALICYLIC ACID, HYDROXYETHYL UREA, CITRIC ACID, DISODIUM EDTA, ALCOHOL, LAURTRIMONIUM CHLORIDE, LACTIC ACID, SQUALANE, CAMELLIA JAPONICA SEED OIL, BUTYLENE GLYCOL, AMMONIUM LACTATE, SODIUM DILAURAMIDOGLUTAMIDE LYSINE, AMODIMETHICONE, PHYTOSTERYL/OCTYLDODECYL LAUROYL GLUTAMATE, PHYTOSTERYL MACADAMIATE, PPG-2-DECETH-12, ROYAL JELLY EXTRACT, GLYCINE SOJA (SOYBEAN) SEED EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, SODIUM ACETYLATED HYALURONATE, HYDROLYZED CONCHIOLIN PROTEIN, TOCOPHEROL.",https://www.watsons.co.id/id/tsubaki-premium-ex-damage-care-repair-bundle-shampoo-conditioner-450ml/p/BP_61246,4/15/2026
P703,Bio+Peptide Complex Shampoo 250ml,CBD,Shampoo,250ml,44.9,,https://www.watsons.co.id/id/cbd-bio-peptide-complex-shampoo-250ml/p/BP_48336,4/15/2026
P704,Triple Pack Shampoo Refreshing Cool Botol 680ml,ZINC,Shampoo,680ml,218.7,,https://www.watsons.co.id/id/zinc-triple-pack-shampoo-refreshing-cool-botol-680ml/p/BP_75111,4/15/2026
P705,Shampoo Anti Ketombe Pro-V 400ml,PANTENE,Shampoo,400ml,96.5,"Water, Sodium Lauryl Sulfate, Sodium Laureth Sulfate, Dimethicone, Cocamidopropyl Betaine, Glycol Distearate, Fragrance, Zinc Pyrithione, Sodium Citrate, Cocamide Mea, Sodium Xylenesulfonate, Sodium Chloride, Sodium Benzoate, Guar Hy Droxypropyltrimonium Chloride, Benzyl Alcohol, Citric Acid, Panthenol, Panthenyl Ethyl Ether, Oryza Sativa (Rice) Bran Oil, Methylchloroisothiazolinone, Methylisothiazounone.",https://www.watsons.co.id/id/pantene-shampoo-anti-ketombe-pro-v-400ml/p/BP_70993,4/15/2026
P706,HE BIO SHP ARGAN 400ML,HERBAL ESSENCES,,400ML,93,"Water/eau, Sodium Lauryl Sulfate, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Glycol Distearate, Dimethicone, Fragrance/parfum, Argania Spinosa Kernel Oil, Histidine, Aloe Barbadensis Leaf Juice, Ecklonia Radiata Extract, Sodium Citrate, Cocamide Mea, Sodium Xylenesulfonate, Citric Acid, Sodium Benzoate, Sodium Chloride, Guar Hydroxypropyltrimonium Chloride, Tetrasodium Edta, Polyquaternium-6, Methylchloroisothiazolinone, Methylisothiazolinone.",https://www.watsons.co.id/id/herbal-essences-he-bio-shp-argan-400ml/p/BP_15137,4/15/2026
P707,Tsubaki Premium Ex Hair Fall Care & Repair Shampoo 450ml,TSUBAKI,Shampoo,450ml,179.9,"AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, GLYCOL DISTEARATE, PEG-2 LAURATE, SODIUM SULFATE, FRAGRANCE, DIPROPYLENE GLYCOL, ISOSTEARYL ALCOHOL, PHENOXYETHANOL, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, SODIUM BENZOATE, POLYQUATERNIUM-10, PROPYLTRIMONIUMCHLORIDE ACRYLAMIDE/DIMETHYLACRYLAMIDE COPOLYMER, SALICYLIC ACID, CITRIC ACID, DISODIUM EDTA, SODIUM METHYL COCOYL TAURATE, LAURTRIMONIUM CHLORIDE, SQUALANE, CAMELLIA JAPONICA SEED OIL, BUTYLENE GLYCOL, POLYQUATERNIUM-11, SODIUM DILAURAMIDOGLUTAMIDE LYSINE, TAURINE, PHYTOSTERYL/OCTYLDODECYL LAUROYL GLUTAMATE, PHYTOSTERYL MACADAMIATE, CITRUS UNSHIU PEEL EXTRACT, EUCHEUMA SERRA/GRATELOUPIA SPARSA/SACCHARINA ANGUSTATA/ULVA LINZA/UNDARIA PINNATIFIDA EXTRACT, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, SACCHARINA ANGUSTATA/UNDARIA PINNATIFIDA EXTRACT, TOCOPHEROL.?",https://www.watsons.co.id/id/tsubaki-tsubaki-premium-ex-hair-fall-care-repair-shampoo-450ml/p/BP_44339,4/15/2026
P708,Shampoo Active Fresh Lemon Mint Botol 680ml,ZINC,Shampoo,680ml,51,"Aqua, Cocamidopropyl Betaine, Potassium Cocoyl Hydrolyzed Oat Protein, Sodium Cocoyl Glycinate, PEG-120 Methyl Glucose Dioleate,Butylene Glvcol,Aleurites Moluccana Seed Extract, Propylene Glycol, Fragrance, Panthenol, Polyquaternium-10, Aloe Barbadensis Leaf Extract, Phenoxyeth-anol, Dmdm Hydantoin, Tetrasodium EDIA,Citric Acid",https://www.watsons.co.id/id/zinc-shampoo-active-fresh-lemon-mint-botol-680ml/p/BP_27078,4/15/2026
P709,Twin Pack Body Wash - Vanilla & Raspberry 250ml,ORIGINAL SOURCE,,250ml,97,"Aqua, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Glycerin, Vanilla Planifolia (Vanilla) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Polyquaternium-7, Parfum, Sodium Benzoate, Tetrasodium Glutamate Diacetate, Lactic Acid, Styrene/Acrylates Copolymer, C11-15 Pareth-7, C11-15 Pareth-40, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Methoxycinnamate, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Ethylhexylglycerin, Citric Acid, Propylene Glycol Dicaprylate/Dicaprate, Xanthan Gum, Potassium Sorbate, CI 14700, CI 42090,",https://www.watsons.co.id/id/original-source-twin-pack-body-wash-vanilla-raspberry-250ml/p/BP_59790,4/15/2026
P710,HairGrow Hair Fall Protection Shampoo 250ml,ERHA,Shampoo,250ml,161.5,,https://www.watsons.co.id/id/erha-hairgrow-hair-fall-protection-shampoo-250ml/p/BP_60906,4/15/2026
P711,Extra Night Repair Shampoo 450ml,MOIST DIANE,Shampoo,450ml,116.9,"aqua, sodium c14-16 olefin sulfonate, Cocamidopropyl betaine, cocamide methyl mea, Lauryl betaine, Fragrance, Sodium Chloride, Polyquaternium-10, Sodium Benzoate, Phenoxyethanol, Citric Acid, Disodium EDTA, Propylene Glycol, POUTERIA SAPOTA SEED OIL, mangifera indica seed oil, carapa guaianensis seed oil, OPUNTIA FICUS-INDICA SEED OIL, bis-ethoxydiglycol cyclohexane 1,4-dicarboxylate, Isononyl isononanoate, Isostearoyl Hydrolyzed Keratin, PROPANEDIOL, Keratin, Quaternium-18, behentrimonium chloride, GAMMA-DOCOSALACTONE, Quaternium-33, Cholesterol, GLYCINE SOJA STEROLS, Hydrolyzed keratin, Ceramide NG, Argania Spinosa Kernel Oil, Ceramide AS, Ceramide NP, Ceramide AP, Ceramide EOP",https://www.watsons.co.id/id/moist-diane-extra-night-repair-shampoo-450ml/p/BP_45667,4/15/2026
P712,L'Oreal Paris Extraordinary Oil Shampoo Sleek 440ml,L'OREAL,Shampoo,440ml,279.9,,https://www.watsons.co.id/id/l-oreal-l-oreal-paris-extraordinary-oil-shampoo-sleek-440ml/p/BP_24382,4/15/2026
P713,Coconut Nourishing Shampoo Refill 450ml,NATURALS BY WATSONS,Shampoo,450ml,42.9,"Aqua, Ammonium Lauryl Sulfate, Glycerin, Cocamidopropyl Betaine, Cocamide MEA, Phenoxyethanol, Sodium Chloride, Parfum, Polysorbate 20, Chlorphenesin, Polyquaternium-10, Polyquaternium-7, Sodium Benzoate, Butyl Methoxydibenzoylmethane, Trisodium Ethylenediamine Disuccinate, Citric Acid, Butyrospermum Parkii (Shea) Butter*, Cocos Nucifera (Coconut) Oil*, Crambe Abyssinica (Abyssinian) Seed Oil, Panthenol, Sodium Hyaluronate, Linoleic Acid, Oleic Acid, Cocos Nucifera (Coconut) Fruit Extract*, Lavandula Angustifolia (Lavender) Oil, Palmitic Acid, Stearic Acid, Linolenic Acid, Tocopherol, Hexyl Cinnamal *ingredients from certified organic agriculture",https://www.watsons.co.id/id/naturals-by-watsons-coconut-nourishing-shampoo-refill-450ml/p/BP_60127,4/15/2026
P714,&Honey Melty Moist Repair Shampoo 1.0 440ml,AND HONEY,Shampoo,440ml,254,,https://www.watsons.co.id/id/and-honey-honey-melty-moist-repair-shampoo-1.0-440ml/p/BP_51700,4/15/2026
P715,Moist Diane Shampoo Extra Smooth & Straight 450ml,MOIST DIANE,Shampoo,450ml,116.9,"Sodium Benzoate, Sodium Bicarbonate, Sodium C 14-16 Olefin Sulfonate, Sodium Cocoamphoacetate, Sodium Methyl Cocoyl Taurate, Soybean ( Glycine Soja ) Sterol, TEA-Cocoyl Glutamate, adansonia digitata seed oil, aqua, argan oil polyglyceryl-6 esters, Argania Spinosa Kernel Oil, behentrimonium chloride, butylene glycol, caramel, carapa guaianensis seed oil, ceramide 5, chenopodium quinoa seed oil, cocamide methyl mea, cocamidopropyl betaine, disodium c12-14 pareth-2 sulfosuccinate, glyoxylic acid, hydrolyzed adansonia digitata extract, hydrolyzed keratin, hydrolyzed silk pg-propyl methylsilanediol, hydroxypropyltrimonium hydrolyzed keratin, isomalt, isostearoyl hydrolyzed collagen, laurdimonium hydroxypropyl hydrolyzed keratin, lecithin, myristamine oxide, oenocarpus bataua fruit oil, polyquaternium-10, potassium cocoyl hydrolyzed keratin, potassium sorbate, propanediol, propylene glycol, prunus domestica seed extract, quaternium-18, quaternium-33, schinziophyton rautanenii kernel oil, sclerocarya birrea seed oil, sodium chloride, sodium lauraminopropionate, terminalia ferdinandiana fruit extract, theobroma grandiflorum seed butter, xanthan gum, Acetyl cysteine, Hydrolyzed quinoa, Hydrolyzed Conchiolin Protein, Malus Domestica Fruit Cell Culture Extract, Disodium EDTA, Dipropylene Glycol, Ceramide AP, Ceramide NP, Ceramide EOP, Tocopherol, Argania Spinosa Sprout Cell Extract, CETEARAMIDOETHYL DIETHONIUM HYDROLYZED RICE PROTEIN, Ceramide NG, Gamma-Docosalactone, Pouteria Sapota Seed Oil",https://www.watsons.co.id/id/moist-diane-moist-diane-shampoo-extra-smooth-straight-450ml/p/BP_38500,4/15/2026
P716,L'Oreal Paris Elseve Total Repair 5 Repairing Shampoo Hair Care 650ml,L'OREAL,Shampoo,650ml,148.7,"WATER, SODIUM LAURETH SULFATE, COCO-BETAINE, DIMETHICONE, GLYCOL DISTEARATE, SODIUM CHLORIDE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, LACTIC ACID, SODIUM BENZOATE, SODIUM HYDROXIDE, PPG-5-CETETH-20, SALICYLIC ACID, POLYQUATERNIUM-7, LIMONENE, LINALOOL, BENZYL SALICYLATE, BENZYL ALCOHOL, 2.0LEAMIDO-1,3-0CTADECANEDIOL, FRAGRANCE, CARBOMER,BUTYLPHENYL METHYLPROPIONAL, CITRIC ACID, HEXYL CINNAMAL (F.I.L. C16847713).",https://www.watsons.co.id/id/l-oreal-l-oreal-paris-elseve-total-repair-5-repairing-shampoo-hair-care-650ml/p/BP_21475,4/15/2026
P717,Scalperfect Piroctone Olamine & Climbazole Anti Dandruff Shampoo 100ml,ERHA,Shampoo,100ml,90,,https://www.watsons.co.id/id/erha-scalperfect-piroctone-olamine-climbazole-anti-dandruff-shampoo-100ml/p/BP_60901,4/15/2026
P718,Shampoo Hair Fall Treatment 170 ml Estamp,WARDAH,Shampoo,170 ml,27.5,,https://www.watsons.co.id/id/wardah-shampoo-hair-fall-treatment-170-ml-estamp/p/BP_66895,4/15/2026
P719,Lavojoy Hold Me Tight Pro Conditioner Spring Wonder 280ml,LAVOJOY,Conditioner,280ml,100.9,,https://www.watsons.co.id/id/lavojoy-lavojoy-hold-me-tight-pro-conditioner-spring-wonder-280ml/p/BP_43479,4/17/2026
P720,Keratin Smooth Conditioner 170ml,TRESEMME,Conditioner,170ml,37.9,"AQUA, ISOPENTYLDIOL, BEHENTRIMONIUM CHLORIDE, GLYCERIN, STEARYL ALCOHOL, DIMETHICONE, BEHENYL ALCOHOL, CETYL ALCOHOL, ISOPROPYL ALCOHOL, FRAGRANCE, DIPROPYLENE GLYCOL, MENTHOL, ISOPROPYL MYRISTATE, PEG-2 LAURATE, SODIUM BENZOATE, PHENOXYETHANOL, AMODIMETHICONE, SODIUM METHYLTAURATE, SALICYLIC ACID, HYDROXYETHYL UREA, AMINOPROPYL DIMETHICONE, PPG-2-DECETH-12, STEARTRIMONIUM CHLORIDE, C13-16 ISOPARAFFIN, LACTIC ACID, POLYSILICONE-13, DISODIUM EDTA, SQUALANE, CAMELLIA JAPONICA SEED OIL, C10-13 ISOPARAFFIN, AMMONIUM LACTATE, BUTYLENE GLYCOL, SODIUM DILAURAMIDOGLUTAMIDE LYSINE, ETHYLHEXYL PALMITATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, CETRIMONIUM CHLORIDE, PHYTOSTERYL/OCTYLDODECYL LAUROYL GLUTAMATE, PHYTOSTERYL MACADAMIATE, MENTHA PIPERITA (PEPPERMINT) LEAF EXTRACT, TOCOPHEROL.",https://www.watsons.co.id/id/tresemme-keratin-smooth-conditioner-170ml/p/BP_73932,4/17/2026
P721,Lavojoy Out Of My Head Conditioner 300ml,LAVOJOY,Conditioner,300ml,71.9,"Water, Cetearyl Alcohol, Glycerin, Dimethicone, Behentrimonium Chloride, Bis-Aminopropyl Dimethicone, Phenoxyethanol, Aroma, Isopropyl Alcohol, Hydroxyethylcellulose, Chlorphenesin, Dimethiconol, Acrylamidopropyltrimonium Chloride/Acrylamide Copolymer, Disodium EDTA, Citric Acid, Squalane, Polysorbate 60, Disodium Phosphate, Keratin, Hydrolyzed Keratin, Oxidized Keratin, Salicylic Acid, Sodium Phosphate, Yeast Extract, Phragmites Communis Extract, Zea Mays (Corn) Silk Extract, Oryza Sativa (Rice) Extract, Aloe Barbadensis Leaf Extract, 1,2-Hexanediol, Butylene Glycol, Malva Sylvestris (Mallow) Flower/Leaf/Stem Extract, Ethylhexylglycerin.",https://www.watsons.co.id/id/lavojoy-lavojoy-out-of-my-head-conditioner-300ml/p/BP_39934,4/17/2026
P722,Conditioner Hair Fall 170ml,WARDAH,Conditioner,170ml,27.5,"AQUA, STEARYL ALCOHOL, ISOPENTYLDIOL, BEHENTRIMONIUM CHLORIDE, GLYCERIN, DIMETHICONE, SORBITOL, CETYL ALCOHOL, DIPROPYLENE GLYCOL, ISOPROPYL ALCOHOL, FRAGRANCE, AMINOPROPYL DIMETHICONE, ISOPROPYL MYRISTATE, SODIUM METHYLTAURATE, PEG-2 LAURATE, SALICYLIC ACID, SODIUM BENZOATE, PHENOXYETHANOL, C13-16 ISOPARAFFIN, POLYSILICONE-13, STEARTRIMONIUM CHLORIDE, LAURTRIMONIUM CHLORIDE, C10-13 ISOPARAFFIN, SQUALANE, DISODIUM EDTA, CAMELLIA JAPONICA SEED OIL, BUTYLENE GLYCOL, CETRIMONIUM CHLORIDE, SODIUM DILAURAMIDOGLUTAMIDE LYSINE, AMODIMETHICONE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, PHYTOSTERYL MACADAMIATE, PPG-2-DECETH-12, CITRUS UNSHIU PEEL EXTRACT, EUCHEUMA SERRA/GRATELOUPIA SPARSA/SACCHARINA ANGUSTATA/ULVA LINZA/UNDARIA PINNATIFIDA EXTRACT, LACTIC ACID, SACCHARINA ANGUSTATA/UNDARIA PINNATIFIDA EXTRACT, TOCOPHEROL, PHYTOSTERYL/OCTYLDODECYL LAUROYL GLUTAMATE.?",https://www.watsons.co.id/id/wardah-conditioner-hair-fall-170ml/p/BP_14649,4/17/2026
P723,L'Oreal Elseve Total Repair 5 Restoring Conditioner 265ml,L'OREAL,Conditioner,265ml,91.5,,https://www.watsons.co.id/id/l-oreal-l-oreal-elseve-total-repair-5-restoring-conditioner-265ml/p/BP_48373,4/17/2026
P724,Conditioner Anti Kusut Collagen Repair Perawatan Rambut Pro-V 300ml,PANTENE,Conditioner,300ml,59.9,,https://www.watsons.co.id/id/pantene-conditioner-anti-kusut-collagen-repair-perawatan-rambut-pro-v-300ml/p/BP_66878,4/17/2026
P725,Tsubaki Premium Cool & Repair Conditioner 450ml,TSUBAKI,Conditioner,450ml,82,"AQUA, ISOPENTYLDIOL, BEHENTRIMONIUM CHLORIDE, GLYCERIN, STEARYL ALCOHOL, DIMETHICONE, BEHENYL ALCOHOL, CETYL ALCOHOL, ISOPROPYL ALCOHOL, FRAGRANCE, DIPROPYLENE GLYCOL, MENTHOL, ISOPROPYL MYRISTATE, PEG-2 LAURATE, SODIUM BENZOATE, PHENOXYETHANOL, AMODIMETHICONE, SODIUM METHYLTAURATE, SALICYLIC ACID, HYDROXYETHYL UREA, AMINOPROPYL DIMETHICONE, PPG-2-DECETH-12, STEARTRIMONIUM CHLORIDE, C13-16 ISOPARAFFIN, LACTIC ACID, POLYSILICONE-13, DISODIUM EDTA, SQUALANE, CAMELLIA JAPONICA SEED OIL, C10-13 ISOPARAFFIN, AMMONIUM LACTATE, BUTYLENE GLYCOL, SODIUM DILAURAMIDOGLUTAMIDE LYSINE, ETHYLHEXYL PALMITATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, CETRIMONIUM CHLORIDE, PHYTOSTERYL/OCTYLDODECYL LAUROYL GLUTAMATE, PHYTOSTERYL MACADAMIATE, MENTHA PIPERITA (PEPPERMINT) LEAF EXTRACT, TOCOPHEROL.",https://www.watsons.co.id/id/tsubaki-tsubaki-premium-cool-repair-conditioner-450ml/p/BP_45147,4/17/2026
